timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2024-02-20 13:15:00,1.07973,1.07996,1.07932,1.07949,749,11,0
2024-02-20 13:30:00,1.07949,1.08012,1.07929,1.0799,639,11,0
2024-02-20 13:45:00,1.07987,1.08019,1.07957,1.07978,667,11,0
2024-02-20 14:00:00,1.07977,1.08004,1.07961,1.0798,626,11,0
2024-02-20 14:15:00,1.07983,1.08048,1.07968,1.08041,605,11,0
2024-02-20 14:30:00,1.08041,1.08052,1.08006,1.0801,709,11,0
2024-02-20 14:45:00,1.08011,1.08019,1.07949,1.07974,754,11,0
2024-02-20 15:00:00,1.07974,1.08057,1.07964,1.08047,911,11,0
2024-02-20 15:15:00,1.08047,1.08079,1.08036,1.08079,827,11,0
2024-02-20 15:30:00,1.08083,1.08156,1.08079,1.08144,1171,11,0
2024-02-20 15:45:00,1.08144,1.08244,1.08144,1.08224,1021,11,0
2024-02-20 16:00:00,1.08228,1.08235,1.08179,1.08225,917,11,0
2024-02-20 16:15:00,1.08225,1.0831,1.08218,1.08295,964,11,0
2024-02-20 16:30:00,1.08299,1.08384,1.08253,1.0826,987,11,0
2024-02-20 16:45:00,1.08262,1.08333,1.08262,1.08284,757,11,0
2024-02-20 17:00:00,1.08286,1.08291,1.08206,1.0821,751,11,0
2024-02-20 17:15:00,1.08211,1.08275,1.08197,1.08252,696,11,0
2024-02-20 17:30:00,1.08252,1.08253,1.08134,1.08141,748,11,0
2024-02-20 17:45:00,1.0814,1.08232,1.08124,1.08222,674,11,0
2024-02-20 18:00:00,1.08222,1.08243,1.08164,1.08171,813,11,0
2024-02-20 18:15:00,1.0817,1.08194,1.08153,1.08173,533,11,0
2024-02-20 18:30:00,1.08178,1.08184,1.0812,1.08121,533,11,0
2024-02-20 18:45:00,1.08121,1.08164,1.08119,1.08125,465,11,0
2024-02-20 19:00:00,1.08125,1.0814300000000001,1.08086,1.08089,524,11,0
2024-02-20 19:15:00,1.08088,1.08129,1.08088,1.08108,481,11,0
2024-02-20 19:30:00,1.08107,1.08135,1.0809,1.08109,470,11,0
2024-02-20 19:45:00,1.08108,1.08116,1.08098,1.08113,453,11,0
2024-02-20 20:00:00,1.08112,1.08116,1.08085,1.08104,363,11,0
2024-02-20 20:15:00,1.08104,1.08104,1.08077,1.08097,436,11,0
2024-02-20 20:30:00,1.08097,1.08104,1.0806499999999999,1.08097,361,11,0
2024-02-20 20:45:00,1.08095,1.08125,1.0808200000000001,1.08093,335,11,0
2024-02-20 21:00:00,1.08091,1.08092,1.08072,1.08088,478,11,0
2024-02-20 21:15:00,1.08087,1.08108,1.08076,1.08088,512,11,0
2024-02-20 21:30:00,1.08088,1.08095,1.0808,1.08087,441,11,0
2024-02-20 21:45:00,1.08087,1.08097,1.08058,1.08058,494,11,0
2024-02-20 22:00:00,1.08058,1.08087,1.08038,1.0808,476,11,0
2024-02-20 22:15:00,1.0808,1.08122,1.08073,1.08119,358,11,0
2024-02-20 22:30:00,1.08119,1.08122,1.08085,1.0811,424,11,0
2024-02-20 22:45:00,1.08109,1.08121,1.08095,1.081,465,11,0
2024-02-20 23:00:00,1.08099,1.08102,1.08066,1.08066,181,11,0
2024-02-20 23:15:00,1.08067,1.08076,1.08062,1.08073,110,11,0
2024-02-20 23:30:00,1.08074,1.08076,1.08063,1.08068,129,11,0
2024-02-20 23:45:00,1.08068,1.08081,1.08066,1.08078,167,11,0
2024-02-21 00:00:00,1.08051,1.08067,1.08039,1.08059,59,15,0
2024-02-21 00:15:00,1.08059,1.08083,1.08048,1.08076,96,15,0
2024-02-21 00:30:00,1.08075,1.08087,1.08064,1.08085,80,13,0
2024-02-21 00:45:00,1.08085,1.08087,1.08069,1.08074,175,14,0
2024-02-21 01:00:00,1.08079,1.0809,1.08072,1.08086,191,11,0
2024-02-21 01:15:00,1.08084,1.08104,1.08081,1.081,203,11,0
2024-02-21 01:30:00,1.081,1.081,1.08083,1.08092,162,11,0
2024-02-21 01:45:00,1.08092,1.08105,1.08087,1.08092,166,11,0
2024-02-21 02:00:00,1.08094,1.08105,1.08062,1.08085,439,11,0
2024-02-21 02:15:00,1.08085,1.08092,1.0806,1.08084,339,11,0
2024-02-21 02:30:00,1.08084,1.081,1.08079,1.08098,343,11,0
2024-02-21 02:45:00,1.08099,1.08102,1.08079,1.08097,705,11,0
